LOCATION,POWER,SELF-PROTECTION,Average earth discharge density DDT [Rays/km^2-año],Maximum ground discharge density DDT [Rays/km^2-año],Burning rate  [Failures/year],Criticality according to previous study for ceramics level,Removable connectors,Type of clients,Number of users,Electric power not supplied EENS [kWh] ,Type of installation,Air network,Circuit Queue,km of network LT:,Burned transformers 2019
0,25,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,23,502.2,POLE,1,0,0.56443,0
0,50,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,70,963,POLE,1,1,0.84026,0
0,15,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,5,302.4,POLE,1,1,0.72386,0
0,25,0,4.14853229,8.3,0.0000,1,1,STRATUM 1,41,405,POLE,1,1,"136,366",0
0,25,0,4.14853229,8.3,0.2500,1,1,STRATUM 1,35,405,POLE,1,0,"216,501",0
0,10,0,4.14853229,8.3,0.0000,1,1,STRATUM 1,19,162,POLE,1,0,"117,201",0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,10,515.7,POLE,1,0,0.50574,0
0,10,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,7,183.6,EN H,1,1,0.42894,0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,6,243,POLE,1,1,0.92676,0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,27,405,EN H,1,1,"141,964",0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,3,499.5,POLE,1,1,0.42296,0
0,25,0,0.321040462,1.3,0.2500,0,1,STRATUM 1,39,405,POLE,1,1,0.62769,0
0,10,0,0.734042553,2.1,0.2500,0,1,STRATUM 1,32,162,POLE,1,0,"110,993",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,13,475.2,POLE,1,0,"156,221",0
0,10,1,0.734042553,2.1,0.0000,0,0,STRATUM 1,27,172.8,POLE,1,0,"18,482",0
0,5,1,0.717021277,2.5,0.0000,1,1,STRATUM 1,4,81,POLE,1,1,"116,593",1
0,15,1,2.822097378,6.8,0.5000,0,1,STRATUM 1,29,243,POLE,1,1,0.49859,0
0,45,1,2.140720222,6.2,0.5000,0,1,STRATUM 1,28,729,EN H,1,0,"137,375",1
0,10,0,0,0,0.0000,1,1,STRATUM 1,11,162,POLE,1,1,0.81791,0
0,15,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,26,243,POLE,1,0,0.77532,0
0,25,0,3.425714286,5.3,0.0000,0,0,STRATUM 2,1,448.2,POLE,1,1,0.17471,0
0,15,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,12,280.8,POLE,1,0,0.39882,0
0,15,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,17,340.2,POLE,1,0,"176,029",0
0,10,1,1.181623932,4,0.0000,0,0,STRATUM 1,15,431.1,POLE,1,0,"128,961",1
0,10,1,5.259562842,11.9,0.2500,1,1,STRATUM 1,3,162,POLE,1,1,"12,163",0
0,5,0,0.888588008,3.6,0.5000,0,1,STRATUM 1,3,81,POLE,1,1,0.79719,0
0,37.5,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,21,669.6,POLE,1,0,"222,115",0
1,75,0,1.268421053,3.2,0.0000,0,1,STRATUM 1,44,1215,POLE,1,0,0.53354,0
0,37.5,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,52,648,POLE,1,1,"13,064",0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,1,232.2,POLE,1,1,"12,215",0
0,25,0,0.408002208,2,0.0000,0,0,STRATUM 1,8,405,POLE,1,1,"129,986",0
0,10,1,0.856320401,3.1,0.2500,0,1,STRATUM 1,4,162,POLE,1,0,0.61386,0
0,15,0,0.856320401,3.1,0.0000,0,0,STRATUM 1,2,334.8,POLE,1,0,"148,372",0
0,37.5,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,58,737.1,POLE,1,0,0.73457,0
0,15,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,26,372.6,POLE,1,0,0.39717,0
0,15,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,23,364.5,POLE,1,0,0.13334,0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,1,216,POLE,1,1,0.90583,0
0,15,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,19,243,POLE,1,1,0.70786,0
0,25,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,18,442.8,POLE,1,1,0.89282,0
0,25,0,0,0,0.2500,0,1,STRATUM 1,25,405,POLE,1,0,"158,354",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,3,334.8,POLE,1,1,"139,895",0
0,15,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,6,415.8,POLE,1,1,0.96482,0
0,5,0,0.888588008,3.6,0.5000,0,1,STRATUM 1,5,81,POLE,1,1,0.78353,0
0,25,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,11,507.6,POLE,1,1,"141,161",0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,10,405,POLE,1,0,"15,291",0
0,10,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,11,334.8,POLE,1,1,"114,501",0
1,75,0,3.425714286,5.3,0.5000,0,1,STRATUM 1,107,1215,POLE,1,0,"127,709",0
0,37.5,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,34,729,POLE,1,0,"19,169",0
0,15,0,0.408002208,2,0.0000,0,0,STRATUM 1,10,243,POLE,1,1,"179,187",0
1,37.5,0,0.408002208,2,0.0000,0,1,STRATUM 1,30,607.5,POLE,1,1,0.33112,0
0,10,1,0.888588008,3.6,0.2500,1,1,STRATUM 2,8,162,POLE,1,1,"14,069",1
0,15,0,2.160301508,4.9,0.5000,1,1,STRATUM 1,18,243,POLE,1,1,"185,798",0
0,25,0,2.160301508,4.9,0.0000,1,0,STRATUM 1,16,572.4,POLE,1,0,0.79287,0
0,15,1,0.888588008,3.6,0.7500,0,1,STRATUM 1,11,243,POLE,1,0,"164,161",1
0,15,0,2.160301508,4.9,0.2500,1,1,STRATUM 1,13,243,POLE,1,0,0.88653,0
0,10,1,1.351332603,6.1,0.2500,0,1,STRATUM 1,1,162,POLE,1,0,0.66405,0
0,25,1,3.850980392,6.1,0.0000,0,0,STRATUM 1,1,542.7,POLE,1,1,0.34187,0
0,37.5,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,49,688.5,POLE WITH ANTI-FRAUD NET,1,1,0.8667,0
0,15,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,5,442.8,POLE,1,0,0.63157,0
1,75,0,0,0,0.0000,0,1,STRATUM 2,146,1215,POLE,1,0,0.86301,0
1,75,0,0,0,0.0000,0,1,STRATUM 3,170,1215,POLE WITH ANTI-FRAUD NET,1,1,0.76311,0
1,112.5,0,0,0,0.0000,0,1,STRATUM 3,120,1822.5,POLE WITH ANTI-FRAUD NET,1,0,0.11627,0
0,25,0,0.734042553,2.1,0.5000,0,1,STRATUM 1,25,405,POLE,1,0,"153,292",0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,24,415.8,POLE,1,1,"18,417",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,23,577.8,POLE,1,1,"134,124",0
0,15,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,2,313.2,POLE,1,0,0.18547,0
0,10,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,3,162,POLE,1,0,0.3911,0
0,25,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,28,496.8,POLE,1,0,"117,516",0
0,25,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,22,480.6,POLE,1,0,"255,517",0
0,10,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,4,221.4,POLE,1,1,0.50803,0
0,15,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,22,302.4,POLE,1,0,0.4481,0
0,37.5,0,3.425714286,5.3,0.2500,0,1,STRATUM 1,24,607.5,POLE,1,0,0.49497,0
0,37.5,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,75,793.8,POLE,1,0,0.63647,0
1,75,0,4.601190476,6.7,0.0000,0,1,STRATUM 1,138,1215,POLE WITH ANTI-FRAUD NET,1,1,0.42121,0
1,75,0,4.601190476,6.7,0.0000,0,1,STRATUM 1,53,1215,POLE WITH ANTI-FRAUD NET,1,1,0.24938,0
0,10,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,2,162,POLE,1,0,"122,339",0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,12,405,POLE,1,0,0.78401,0
0,37.5,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,36,820.8,POLE,1,0,0.38203,0
0,30,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,48,621,POLE,1,0,0.62455,0
0,112.5,0,0.503331385,4.9,0.0000,0,0,INDUSTRIAL,1,3321,EN H,1,0,0,0
0,10,1,6.227631579,12.5,0.2500,0,1,STRATUM 1,9,162,POLE,1,0,0.87506,0
0,10,0,0,0,0.0000,1,0,STRATUM 1,22,301.5,POLE,1,1,"134,008",0
0,10,1,0,0,0.0000,1,1,STRATUM 1,32,162,POLE,1,1,"145,344",1
0,25,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,20,661.5,POLE,1,0,0.28881,0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,36,823.5,POLE,1,0,"12,441",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,37,432,POLE,1,1,0.93211,0
0,15,0,1.033279483,3.2,0.2500,0,1,STRATUM 1,14,243,POLE,1,0,"244,204",0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,9,337.5,POLE,1,0,0.55797,0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,10,302.4,POLE,1,1,0.71046,0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,8,337.5,POLE,1,1,"1,649",0
0,10,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,1,340.2,POLE,1,0,0,0
0,25,0,2.160301508,4.9,0.0000,1,0,STRATUM 1,21,580.5,POLE,1,0,"137,887",0
0,15,0,0.888588008,3.6,1.0000,1,1,STRATUM 1,10,243,POLE,1,1,0.65415,0
0,37.5,0,2.160301508,4.9,0.0000,1,0,STRATUM 1,87,648,POLE,1,0,"214,045",0
1,75,0,2.822097378,6.8,0.0000,0,1,STRATUM 1,64,1215,POLE,1,1,0.43911,0
0,5,0,1.181623932,4,1.0000,0,1,STRATUM 1,2,81,POLE,1,1,0.73836,0
0,10,0,0.717021277,2.5,0.0000,0,0,STRATUM 1,24,216,POLE,1,0,"159,295",0
0,15,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,7,280.8,POLE,1,1,0.91559,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,108,1215,POLE WITH ANTI-FRAUD NET,1,1,0.53731,0
0,10,1,1.181623932,4,0.0000,0,0,STRATUM 1,9,237.6,POLE,1,1,0.69034,1
0,25,0,1.181623932,4,0.0000,0,0,STRATUM 1,18,661.5,POLE,1,1,"15,029",0
0,25,0,1.181623932,4,0.0000,0,0,STRATUM 1,30,480.6,POLE,1,0,0.73499,0
0,15,1,1.039696312,4.3,0.0000,0,0,STRATUM 1,18,318.6,POLE,1,0,"190,303",1
0,37.5,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,29,718.2,POLE,1,1,0.39383,0
0,25,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,14,496.8,POLE,1,0,"195,787",0
0,10,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,7,189,POLE,1,1,0.31123,0
0,10,0,0.398812352,1.4,0.2500,0,1,STRATUM 1,11,162,OTROS,1,0,0.56766,0
0,15,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,13,297,POLE,1,0,"125,217",0
0,25,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,35,558,POLE,1,0,"134,987",0
1,30,0,0.888588008,3.6,0.0000,0,1,OFFICIAL,1,810,POLE,1,0,0,0
1,15,1,0.888588008,3.6,0.0000,0,1,STRATUM 1,33,243,POLE,1,1,"132,674",1
0,15,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,13,286.2,POLE,1,1,"125,732",0
0,10,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,1,221.4,POLE,1,0,0.27397,0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,27,313.2,POLE,1,0,1.4,0
1,50,0,0,0,0.0000,0,1,STRATUM 3,58,810,POLE,1,1,0.24097,0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,6,361.8,POLE,1,1,"128,021",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,29,286.2,POLE,1,0,0.32095,0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,16,162,POLE,1,1,0.33347,0
0,37.5,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,6,607.5,POLE,1,1,0.33549,0
0,10,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,1,199.8,POLE,1,1,0.23682,0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,3,232.2,POLE,1,1,0.33082,0
1,112.5,0,0.645050215,2.4,0.0000,0,1,STRATUM 1,190,1822.5,POLE,1,0,1.21,0
1,50,0,0.645050215,2.4,0.0000,0,1,STRATUM 1,51,810,POLE,1,0,0.32792,0
0,37.5,0,0.645050215,2.4,0.2500,0,1,STRATUM 1,37,607.5,POLE,1,0,"135,474",0
0,25,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,3,1134,POLE,1,1,0.70552,0
0,10,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,11,162,POLE,1,1,"112,465",0
0,15,0,5.259562842,11.9,0.0000,1,0,COMMERCIAL,2,556.2,POLE,1,1,0.34382,1
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,21,459,POLE,1,1,0.98446,0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,11,162,POLE,1,1,"124,501",0
0,15,0,0.408002208,2,0.0000,0,0,STRATUM 1,2,307.8,POLE,1,0,0.24084,0
0,10,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,11,194.4,POLE,1,1,0.68831,0
1,50,0,0,0,0.0000,0,1,STRATUM 1,89,810,POLE,1,1,0.34162,0
1,45,0,0.888588008,3.6,0.0000,0,1,OFFICIAL,1,1215,POLE WITH ANTI-FRAUD NET,1,0,0.997,0
1,37.5,0,0.888588008,3.6,0.0000,0,1,STRATUM 2,46,607.5,POLE,1,0,0.30637,0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,11,529.2,POLE,1,0,0.93472,0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,70,561.6,POLE,1,0,"141,641",0
0,15,0,0,0,0.0000,1,0,STRATUM 1,11,421.2,POLE,1,1,0.77052,0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,16,189,POLE,1,1,0.50261,0
0,5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,1,118.8,POLE,1,1,0.23661,0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,3,243,POLE,1,1,"115,654",0
0,25,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,22,432,POLE,1,1,0.48528,0
0,15,0,0,0,0.0000,1,1,STRATUM 1,19,243,POLE,1,0,0.89329,0
0,15,0,0,0,0.0000,1,1,STRATUM 1,21,243,POLE,1,1,"130,497",0
0,15,0,0,0,0.0000,1,0,STRATUM 1,21,486,POLE,1,0,"159,253",0
0,5,0,0,0,0.2500,1,1,STRATUM 1,10,81,POLE,1,0,0.68775,0
0,15,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,12,243,POLE,1,1,0.68236,0
0,15,0,0.408002208,2,0.0000,0,0,STRATUM 1,15,243,POLE,1,0,0.84048,0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,6,426.6,POLE,1,0,0.77119,1
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,10,243,POLE,1,1,0.43673,0
0,10,0,1.268421053,3.2,0.0000,0,0,STRATUM 1,6,189,POLE,1,1,0.28294,0
0,5,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,3,124.2,POLE,1,0,0.39379,0
0,5,0,1.268421053,3.2,0.2500,1,1,STRATUM 1,8,81,POLE,1,0,"135,674",0
0,37.5,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,3,766.8,POLE,1,1,0.41809,0
0,37.5,0,0.321040462,1.3,0.0000,0,1,STRATUM 1,50,607.5,POLE,1,0,0.82243,0
0,75,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,15,1574.1,POLE,1,0,0.60253,0
0,25,1,0.321040462,1.3,0.0000,0,0,STRATUM 1,28,496.8,POLE,1,0,0.84819,0
0,10,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,4,162,POLE,1,1,0.24969,0
0,37.5,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,90,607.5,POLE,1,0,0.60692,0
0,15,0,0.888588008,3.6,0.2500,0,1,STRATUM 1,10,243,POLE,1,1,"17,228",0
0,25,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,20,488.7,POLE,1,1,"120,644",0
0,15,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,22,324,POLE,1,1,"190,052",1
0,15,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,11,302.4,POLE,1,1,0.50611,0
0,25,0,0.856320401,3.1,0.0000,0,0,STRATUM 1,31,486,POLE,1,1,"117,139",0
0,25,0,0.856320401,3.1,0.0000,0,0,STRATUM 1,21,405,POLE,1,1,"111,506",0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,5,385.2,EN H,1,1,"171,165",0
0,25,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,26,405,POLE,1,0,"160,643",0
0,10,1,0.734042553,2.1,0.0000,0,0,STRATUM 1,5,172.8,POLE,1,1,0.79949,1
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,16,475.2,POLE,1,1,"241,674",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,9,502.2,POLE,1,0,0.80476,0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,18,621,POLE,1,1,"197,979",0
0,37.5,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,21,820.8,POLE,1,1,0.30878,0
0,45,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,40,939.6,POLE,1,1,0.26057,0
0,10,1,3.425714286,5.3,0.0000,0,0,STRATUM 1,4,213.3,POLE,1,1,0.56641,0
0,25,0,0.888588008,3.6,0.0000,1,0,STRATUM 1,6,496.8,POLE,1,0,"14,813",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,16,437.4,POLE,1,0,0.80375,0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,16,499.5,POLE,1,0,0.6435,0
0,37.5,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,11,680.4,POLE,1,1,0.84573,0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,11,356.4,POLE,1,1,0.85431,0
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,10,499.5,POLE,1,0,0.79235,0
0,25,1,3.108256881,5.6,0.0000,0,0,STRATUM 1,2,526.5,POLE WITH ANTI-FRAUD NET,1,1,0.48221,0
0,5,0,0.995151515,3.5,0.5000,0,1,STRATUM 1,9,81,POLE,1,1,0.25387,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,7,391.5,POLE,1,1,0.975,0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,12,361.8,POLE,1,1,"189,218",0
0,15,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,1,270,POLE,1,1,0.1862,0
0,10,1,1.351332603,6.1,0.5000,1,1,STRATUM 1,7,162,POLE,1,1,"15,948",0
0,25,0,0,0,0.0000,1,1,STRATUM 1,19,405,POLE,1,0,"17,008",0
0,15,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,16,318.6,POLE,1,0,0.99779,0
0,10,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,5,162,POLE,1,1,0.52105,0
0,5,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,15,81,POLE,1,1,"158,355",0
0,5,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,7,81,POLE,1,1,"133,388",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,8,515.7,POLE,1,1,0.82394,0
0,15,1,6.227631579,12.5,0.2500,0,1,STRATUM 1,1,243,POLE,1,1,0.54022,0
0,37.5,0,4.14853229,8.3,0.2500,0,1,STRATUM 1,22,607.5,POLE,1,1,"133,791",0
0,15,0,4.14853229,8.3,0.0000,1,1,STRATUM 1,18,243,POLE,1,0,"131,828",0
0,37.5,1,4.14853229,8.3,0.7500,1,1,STRATUM 1,38,607.5,POLE,1,1,"125,465",0
0,15,0,4.14853229,8.3,0.7500,0,1,STRATUM 1,27,243,POLE,1,1,"214,481",0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,17,442.8,POLE,1,0,"175,211",0
0,10,1,5.259562842,11.9,0.2500,1,1,STRATUM 1,15,162,POLE,1,1,"170,984",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,7,426.6,POLE,1,1,0.21556,0
0,15,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,15,372.6,POLE,1,0,"121,891",0
0,37.5,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,24,729,POLE,1,0,"129,442",0
0,10,0,1.351332603,6.1,0.2500,1,1,STRATUM 1,12,162,POLE,1,0,"250,267",0
0,10,1,4.86888454,11.7,1.0000,0,1,STRATUM 1,13,162,POLE,1,1,0.79127,0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 2,3,348.3,POLE,1,1,0.61923,0
1,45,0,0.426181102,2.1,0.0000,0,1,STRATUM 1,2,729,POLE,1,1,0.6255,0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,18,426.6,POLE,1,1,0.83647,0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,22,405,POLE,1,1,"126,475",0
0,15,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,8,329.4,POLE,1,1,"13,271",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,8,480.6,POLE,1,0,0.53197,0
0,30,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,23,612.9,POLE,1,1,"145,817",0
0,25,0,0,0,0.0000,0,0,STRATUM 1,42,405,POLE,1,0,0.34171,0
0,25,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,27,739.8,POLE,1,1,"156,596",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,1,464.4,POLE,1,0,"121,883",0
0,30,0,6.227631579,12.5,0.0000,0,0,STRATUM 4,1,685.8,POLE,1,1,0.5094,0
0,15,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,11,351,POLE,1,0,0.68992,0
0,50,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,56,1166.4,POLE,1,1,0.95697,0
0,15,0,0.856320401,3.1,0.0000,0,0,STRATUM 1,4,334.8,POLE,1,0,0.57476,0
0,10,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,20,237.6,POLE,1,0,"243,436",0
0,15,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,3,264.6,POLE,1,1,0.83462,0
1,112.5,0,4.601190476,6.7,0.0000,0,1,STRATUM 1,71,1822.5,POLE WITH ANTI-FRAUD NET,1,1,0.14803,0
0,75,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,3,1215,POLE,1,1,0.5121,0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,14,553.5,POLE,1,1,0.424,0
0,10,0,0.856320401,3.1,0.0000,0,0,STRATUM 1,5,162,POLE,1,1,0.76255,0
0,10,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,5,162,POLE,1,1,"154,371",0
0,37.5,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,19,734.4,POLE,1,1,"21,667",0
0,10,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,14,172.8,POLE,1,1,"180,522",0
0,10,0,1.351332603,6.1,0.2500,1,1,STRATUM 1,7,162,POLE,1,1,0.48518,0
0,15,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,9,415.8,POLE,1,1,0.66194,0
0,25,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,18,642.6,POLE,1,1,"147,374",0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,22,259.2,POLE,1,1,"14,659",0
0,15,0,1.539884393,4.2,0.0000,1,0,STRATUM 1,18,302.4,POLE,1,0,0.70915,0
0,15,0,1.268421053,3.2,0.7500,1,1,STRATUM 1,15,243,POLE,1,1,"128,249",0
0,37.5,0,1.539884393,4.2,0.0000,1,0,STRATUM 1,16,675,POLE,1,0,0.49655,0
0,10,0,1.539884393,4.2,0.0000,1,0,STRATUM 2,8,213.3,POLE,1,1,0.58591,0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,8,243,POLE,1,1,0.48188,0
0,25,0,0,0,0.2500,1,1,STRATUM 1,27,405,POLE,1,0,0.65335,0
0,25,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,33,486,POLE,1,1,0.84849,0
1,10,0,1.351332603,6.1,0.7500,1,1,STRATUM 1,14,162,POLE,1,1,"325,282",0
0,15,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,2,243,POLE,1,1,0.76722,0
0,15,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,10,307.8,POLE,1,0,0.96225,0
0,15,0,0.888588008,3.6,0.2500,0,1,STRATUM 1,4,243,POLE,1,0,0.43449,0
0,15,0,2.160301508,4.9,0.0000,1,1,STRATUM 1,5,243,POLE,1,1,"15,317",0
0,15,0,2.160301508,4.9,0.0000,1,0,STRATUM 1,25,548.1,POLE,1,1,"116,749",0
0,25,0,0,0,0.0000,1,1,STRATUM 1,24,405,POLE,1,0,"122,634",0
0,15,0,0,0,0.0000,1,1,STRATUM 1,18,243,POLE,1,0,0.59335,0
0,15,0,0,0,0.0000,1,0,STRATUM 1,11,548.1,POLE,1,1,0.78238,0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,10,351,POLE,1,0,"189,639",0
0,10,0,0.426181102,2.1,0.2500,0,1,STRATUM 1,6,162,POLE,1,0,"155,715",0
0,25,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,34,486,POLE,1,0,0.78784,0
0,25,0,0.888588008,3.6,0.0000,1,1,STRATUM 1,14,405,POLE,1,0,0.29342,0
0,25,0,1.539884393,4.2,0.0000,1,0,STRATUM 1,38,513,POLE,1,0,"237,097",0
1,75,0,2.170157068,4.4,0.0000,0,1,STRATUM 1,187,1215,POLE,1,0,0.98838,0
0,112.5,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,117,2046.6,POLE WITH ANTI-FRAUD NET,1,0,"257,374",0
0,37.5,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,23,699.3,POLE,1,0,0.1438,0
0,10,0,1.351332603,6.1,0.2500,1,1,STRATUM 1,10,162,POLE,1,1,"168,228",0
0,25,0,1.351332603,6.1,0.5000,1,1,STRATUM 1,32,405,POLE,1,0,"254,208",0
0,10,1,1.181623932,4,0.0000,0,0,STRATUM 1,8,248.4,POLE,1,1,0.26165,1
0,25,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,19,594,POLE,1,0,"292,186",0
0,15,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,7,383.4,POLE,1,0,"18,604",1
